Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2000,12,26,2,2145,2145,2244,2248,DL,2028,N641DL,59,63,34,-4,0,ATL,SAV,215,6,19,0,NA,0,NA,NA,NA,NA,NA
2000,1,3,1,1502,1500,1731,1735,DL,625,N967DL,149,155,122,-4,2,LGA,ATL,761,8,19,0,NA,0,NA,NA,NA,NA,NA
2000,5,12,5,2217,2215,2353,2340,NW,1262,N610NW,96,85,78,13,2,MSP,STL,449,9,9,0,NA,0,NA,NA,NA,NA,NA
2000,6,4,7,1002,920,1054,1015,WN,8,N343,52,55,42,39,42,DAL,LIT,296,3,7,0,NA,0,NA,NA,NA,NA,NA
2000,3,20,1,NA,1613,NA,1735,AA,689,UNKNOW,NA,142,NA,NA,NA,PHL,ORD,678,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,9,14,4,1835,1825,1943,1945,WN,2069,N604,68,80,54,-2,10,LAS,RNO,345,3,11,0,NA,0,NA,NA,NA,NA,NA
2000,6,8,4,NA,1600,NA,1707,TW,541,UNKNOW,NA,67,NA,NA,NA,STL,CID,228,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,4,23,7,1846,1850,2149,2138,NW,614,N295US,123,108,86,11,-4,MSP,CLE,622,6,31,0,NA,0,NA,NA,NA,NA,NA
2000,3,11,6,1446,1415,1656,1637,TW,317,N982TW,190,202,173,19,31,STL,PHX,1262,2,15,0,NA,0,NA,NA,NA,NA,NA
2000,2,6,7,1105,1100,1122,1130,WN,986,N339,77,90,67,-8,5,DTW,BNA,457,2,8,0,NA,0,NA,NA,NA,NA,NA
2000,8,18,5,2110,2020,2330,2250,WN,1658,N379,80,90,72,40,50,OAK,SLC,588,1,7,0,NA,0,NA,NA,NA,NA,NA
2000,3,9,4,2236,2125,2357,2259,US,1545,N783AU,81,94,67,58,71,PHL,CMH,405,2,12,0,NA,0,NA,NA,NA,NA,NA
2000,3,9,4,1317,1314,1356,1349,UA,1453,N7266U,99,95,83,7,3,MCI,DEN,533,9,7,0,NA,0,NA,NA,NA,NA,NA
2000,2,20,7,1950,1950,2245,2255,WN,164,N727,115,125,99,-10,0,BNA,FLL,793,3,13,0,NA,0,NA,NA,NA,NA,NA
2000,4,1,6,1754,1755,1900,1904,UA,1643,N7282U,186,189,160,-4,-1,ATL,DEN,1199,6,20,0,NA,0,NA,NA,NA,NA,NA
2000,12,13,3,645,650,836,837,US,1293,N724UW,111,107,76,-1,-5,LGA,RDU,431,2,33,0,NA,0,NA,NA,NA,NA,NA
2000,4,3,1,1040,1040,1159,1145,WN,439,N651,79,65,68,14,0,MSY,HOU,303,5,6,0,NA,0,NA,NA,NA,NA,NA
2000,10,31,2,1841,1840,1949,1954,US,2736,N232US,68,74,54,-5,1,PVD,BWI,328,5,9,0,NA,0,NA,NA,NA,NA,NA
2000,3,1,3,2059,2059,2255,2253,HP,127,N158AW,236,234,202,2,0,MKE,LAS,1524,21,13,0,NA,0,NA,NA,NA,NA,NA
2000,9,12,2,726,725,NA,844,DL,1438,N993DL,NA,79,NA,NA,1,CVG,RIC,413,0,17,0,NA,1,NA,NA,NA,NA,NA
2000,5,7,7,1300,1305,1427,1420,DL,2137,N540DA,87,75,71,7,-5,BIL,SLC,387,6,10,0,NA,0,NA,NA,NA,NA,NA
2000,11,8,3,2225,2215,2321,2313,NW,567,N342NW,116,118,93,8,10,MSP,DEN,680,8,15,0,NA,0,NA,NA,NA,NA,NA
2000,9,21,4,1412,1355,1424,1410,WN,1176,N317,72,75,62,14,17,SLC,LAS,368,2,8,0,NA,0,NA,NA,NA,NA,NA
2000,11,21,2,1518,1520,2044,2101,NW,190,N366NW,206,221,191,-17,-2,SJC,MSP,1576,5,10,0,NA,0,NA,NA,NA,NA,NA
2000,11,15,3,730,730,1553,1555,AA,196,N335AA,323,325,298,-2,0,SFO,BOS,2704,6,19,0,NA,0,NA,NA,NA,NA,NA
2000,11,29,3,1227,1230,1215,1220,DL,789,N2816W,48,50,33,-5,-3,SDF,BNA,151,6,9,0,NA,0,NA,NA,NA,NA,NA
2000,7,15,6,1129,1130,1242,1230,CO,1706,N17627,73,60,37,12,-1,AUS,IAH,140,4,32,0,NA,0,NA,NA,NA,NA,NA
2000,10,17,2,627,630,1233,1222,CO,1520,N71828,246,232,225,11,-3,SFO,IAH,1635,4,17,0,NA,0,NA,NA,NA,NA,NA
2000,6,12,1,1846,1842,2341,2254,AA,2016,N891AA,235,192,163,47,4,DFW,PHL,1302,59,13,0,NA,0,NA,NA,NA,NA,NA
2000,11,15,3,116,120,318,329,HP,2453,N187AW,62,69,50,-11,-4,LAS,TUS,365,3,9,0,NA,0,NA,NA,NA,NA,NA
2000,10,12,4,1720,1720,2029,2035,TW,446,N9414W,129,135,111,-6,0,ABQ,STL,934,5,13,0,NA,0,NA,NA,NA,NA,NA
2000,2,14,1,1830,1830,1936,1940,WN,607,N734,66,70,56,-4,0,BUR,SMF,358,2,8,0,NA,0,NA,NA,NA,NA,NA
2000,12,30,6,1132,1105,1308,1238,DL,473,N309WA,96,93,68,30,27,SLC,GTF,463,2,26,0,NA,0,NA,NA,NA,NA,NA
2000,12,11,1,1540,1545,1811,1805,CO,1061,N15820,211,200,189,6,-5,BWI,IAH,1235,11,11,0,NA,0,NA,NA,NA,NA,NA
2000,12,31,7,1349,1345,1617,1625,US,1638,N777AU,148,160,131,-8,4,FLL,PHL,992,4,13,0,NA,0,NA,NA,NA,NA,NA
2000,8,9,3,1206,1205,1246,1256,NW,164,N316NB,40,51,25,-10,1,DTW,GRR,120,4,11,0,NA,0,NA,NA,NA,NA,NA
2000,12,4,1,1308,1310,1605,1619,TW,334,N9629H,117,129,98,-14,-2,STL,ORF,784,3,16,0,NA,0,NA,NA,NA,NA,NA
2000,11,16,4,1055,1100,1241,1243,CO,196,N12318,106,103,74,-2,-5,CLE,BOS,563,7,25,0,NA,0,NA,NA,NA,NA,NA
2000,2,14,1,1018,840,1228,1052,NW,438,N538US,130,132,106,96,98,BOS,DTW,632,7,17,0,NA,0,NA,NA,NA,NA,NA
2000,1,23,7,1430,1430,1733,1747,UA,1442,N570UA,123,137,105,-14,0,PDX,DEN,992,7,11,0,NA,0,NA,NA,NA,NA,NA
2000,10,9,1,957,1000,1117,1116,AA,2820,NR05AA,80,76,62,1,-3,SNA,SJC,342,6,12,0,NA,0,NA,NA,NA,NA,NA
2000,7,12,3,1239,1210,1334,1309,US,589,N355US,55,59,38,25,29,DCA,PIT,205,5,12,0,NA,0,NA,NA,NA,NA,NA
2000,6,20,2,1032,1032,1426,1423,AA,556,N423AA,174,171,147,3,0,DFW,FLL,1119,5,22,0,NA,0,NA,NA,NA,NA,NA
2000,6,22,4,1410,1410,1534,1510,HP,660,N813AW,264,240,234,24,0,CMH,PHX,1671,9,21,0,NA,0,NA,NA,NA,NA,NA
2000,11,27,1,1150,1150,1305,1305,WN,1485,N329,75,75,64,0,0,OMA,MDW,423,3,8,0,NA,0,NA,NA,NA,NA,NA
2000,8,17,4,829,830,944,943,DL,1825,N414DA,75,73,37,1,-1,BOS,LGA,185,5,33,0,NA,0,NA,NA,NA,NA,NA
2000,7,5,3,1706,1645,1847,1830,NW,45,N515US,221,225,190,17,21,MSP,SEA,1399,6,25,0,NA,0,NA,NA,NA,NA,NA
2000,2,7,1,1642,1645,1906,1855,CO,478,N33608,84,70,58,11,-3,MDW,CLE,307,9,17,0,NA,0,NA,NA,NA,NA,NA
2000,12,21,4,NA,1245,NA,1415,DL,802,N912DE,NA,90,NA,NA,NA,MLB,ATL,443,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,7,11,2,2000,2000,2133,2136,AS,67,N705AS,93,96,79,-3,0,JNU,ANC,571,4,10,0,NA,0,NA,NA,NA,NA,NA
2000,5,22,1,742,737,1035,1035,HP,2844,N331AW,173,178,154,0,5,PHX,SEA,1107,5,14,0,NA,0,NA,NA,NA,NA,NA
2000,2,24,4,1146,1145,1254,1300,US,2102,N560AU,68,75,58,-6,1,BUF,BOS,396,4,6,0,NA,0,NA,NA,NA,NA,NA
2000,12,18,1,2149,2152,2254,2259,UA,2233,N386UA,65,67,52,-5,-3,SFO,BUR,326,3,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,5,3,827,830,1006,1010,DL,2430,N316DL,99,100,74,-4,-3,MCO,RDU,534,7,18,0,NA,0,NA,NA,NA,NA,NA
2000,6,28,3,910,915,1116,1113,US,1431,N393US,126,118,100,3,-5,MIA,CLT,650,13,13,0,NA,0,NA,NA,NA,NA,NA
2000,8,27,7,1016,1019,1620,1603,UA,676,N501UA,244,224,204,17,-3,SNA,ORD,1726,10,30,0,NA,0,NA,NA,NA,NA,NA
2000,7,18,2,1622,1625,1647,1644,DL,1889,N963DL,85,79,57,3,-3,CVG,MEM,403,19,9,0,NA,0,NA,NA,NA,NA,NA
2000,10,15,7,959,1000,1247,1250,UA,17,N604UA,348,350,324,-3,-1,JFK,LAX,2475,9,15,0,NA,0,NA,NA,NA,NA,NA
2000,11,13,1,1929,1900,2207,2134,AA,2253,N460AA,158,154,132,33,29,ORD,DFW,802,12,14,0,NA,0,NA,NA,NA,NA,NA
2000,2,9,3,2055,2055,2049,2055,WN,551,N307,54,60,46,-6,0,IND,STL,229,3,5,0,NA,0,NA,NA,NA,NA,NA
2000,5,9,2,1108,1047,1327,1254,AA,1423,N269AA,259,247,233,33,21,DFW,PDX,1616,8,18,0,NA,0,NA,NA,NA,NA,NA
2000,12,2,6,1349,1352,1606,1615,UA,1108,N7298U,137,143,115,-9,-3,IAH,ORD,925,11,11,0,NA,0,NA,NA,NA,NA,NA
2000,3,19,7,846,850,1002,1031,AA,1387,N506AA,136,161,122,-29,-4,PVD,ORD,849,4,10,0,NA,0,NA,NA,NA,NA,NA
2000,9,11,1,NA,2028,NA,2116,AA,1015,UNKNOW,NA,108,NA,NA,NA,ROC,ORD,528,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,2,19,6,700,700,904,911,AA,2224,N404AA,124,131,97,-7,0,DFW,ORD,802,11,16,0,NA,0,NA,NA,NA,NA,NA
2000,1,13,4,801,805,803,817,DL,1695,N994DL,62,72,48,-14,-4,ATL,MOB,302,3,11,0,NA,0,NA,NA,NA,NA,NA
2000,11,2,4,1405,1410,1645,1622,CO,192,N14384,100,72,53,23,-5,ORD,CLE,316,3,44,0,NA,0,NA,NA,NA,NA,NA
2000,3,1,3,1548,1546,1637,1639,AA,837,N403AA,49,53,31,-2,2,DFW,AUS,190,7,11,0,NA,0,NA,NA,NA,NA,NA
2000,6,25,7,901,845,1154,1147,TW,114,N705TW,113,122,93,7,16,DEN,STL,770,7,13,0,NA,0,NA,NA,NA,NA,NA
2000,2,9,3,2200,2205,518,545,AA,74,N307AA,258,280,237,-27,-5,LAX,IAD,2288,5,16,0,NA,0,NA,NA,NA,NA,NA
2000,1,25,2,710,710,815,810,WN,1525,N648,65,60,48,5,0,LAS,SAN,258,1,16,0,NA,0,NA,NA,NA,NA,NA
2000,1,21,5,1207,1200,1444,1437,US,2736,N287AU,157,157,143,7,7,MIA,IAD,921,7,7,0,NA,0,NA,NA,NA,NA,NA
2000,1,31,1,1915,1906,2152,2137,UA,1152,N7453U,97,91,78,15,9,DEN,DSM,589,4,15,0,NA,0,NA,NA,NA,NA,NA
2000,1,28,5,1612,1555,1754,1759,CO,197,N29717,282,304,263,-5,17,CLE,LAX,2053,7,12,0,NA,0,NA,NA,NA,NA,NA
2000,5,25,4,524,100,1235,837,US,630,N732UW,251,277,233,238,264,LAS,PHL,2176,3,15,0,NA,0,NA,NA,NA,NA,NA
2000,3,22,3,824,827,935,945,US,581,N236US,71,78,49,-10,-3,DCA,CLT,331,6,16,0,NA,0,NA,NA,NA,NA,NA
2000,1,19,3,958,1000,1102,1056,UA,1501,N906UA,124,116,108,6,-2,GSO,ORD,590,5,11,0,NA,0,NA,NA,NA,NA,NA
2000,5,22,1,748,740,1019,1018,US,1842,N591US,151,158,129,1,8,FLL,PHL,992,11,11,0,NA,0,NA,NA,NA,NA,NA
2000,3,9,4,954,927,1218,1143,TW,679,N907TW,144,136,125,35,27,STL,SAT,786,4,15,0,NA,0,NA,NA,NA,NA,NA
2000,10,2,1,1011,1015,1116,1133,UA,645,N7297U,125,138,109,-17,-4,EWR,ORD,719,5,11,0,NA,0,NA,NA,NA,NA,NA
2000,7,23,7,2013,1930,2140,2045,WN,1234,N352,87,75,75,55,43,LAX,PHX,370,5,7,0,NA,0,NA,NA,NA,NA,NA
2000,5,22,1,1210,1149,1756,1748,AA,1762,N401AA,226,239,190,8,21,SEA,DFW,1660,12,24,0,NA,0,NA,NA,NA,NA,NA
2000,5,4,4,1750,1745,1933,1924,DL,2129,N1731D,103,99,75,9,5,ATL,PBI,545,5,23,0,NA,0,NA,NA,NA,NA,NA
2000,6,22,4,630,630,826,834,AS,357,N768AS,116,124,95,-8,0,SFO,SEA,679,6,15,0,NA,0,NA,NA,NA,NA,NA
2000,2,14,1,1716,1720,1858,1903,TW,486,N920TW,102,103,85,-5,-4,DFW,STL,551,9,8,0,NA,0,NA,NA,NA,NA,NA
2000,11,5,7,2141,2140,2329,2324,UA,925,N412UA,108,104,78,5,1,IAD,ATL,533,9,21,0,NA,0,NA,NA,NA,NA,NA
2000,6,22,4,1318,1255,1428,1403,AA,2704,NR52AA,70,68,42,25,23,LAX,LAS,236,5,23,0,NA,0,NA,NA,NA,NA,NA
2000,10,30,1,648,655,751,804,US,401,N619AU,63,69,43,-13,-7,PHL,PIT,267,8,12,0,NA,0,NA,NA,NA,NA,NA
2000,9,13,3,2103,2055,2349,2238,US,316,N558AU,166,103,70,71,8,LGA,RDU,431,3,93,0,NA,0,NA,NA,NA,NA,NA
2000,9,30,6,941,945,1120,1118,US,1409,N336US,99,93,67,2,-4,CLT,PHL,448,6,26,0,NA,0,NA,NA,NA,NA,NA
2000,8,25,5,2023,2026,2152,2149,CO,1529,N936AS,149,143,110,3,-3,IAH,DEN,861,8,31,0,NA,0,NA,NA,NA,NA,NA
2000,7,15,6,NA,1100,NA,1354,UA,896,UNKNOW,NA,114,NA,NA,NA,ORD,LGA,733,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,12,27,3,832,835,1010,1013,DL,1227,N947WP,98,98,57,-3,-3,DEN,SLC,391,14,27,0,NA,0,NA,NA,NA,NA,NA
2000,10,14,6,1515,1515,1643,1650,WN,752,N344,88,95,75,-7,0,SEA,RNO,564,3,10,0,NA,0,NA,NA,NA,NA,NA
2000,8,17,4,831,830,1431,1444,CO,1955,N17245,240,254,227,-13,1,SEA,IAH,1874,4,9,0,NA,0,NA,NA,NA,NA,NA
2000,9,3,7,746,745,852,851,UA,988,N435UA,66,66,33,1,1,JFK,BOS,187,5,28,0,NA,0,NA,NA,NA,NA,NA
2000,10,29,7,1314,1315,1753,1756,CO,1162,N24633,219,221,184,-3,-1,DFW,EWR,1372,13,22,0,NA,0,NA,NA,NA,NA,NA
2000,1,14,5,1527,1527,1801,1758,TW,556,N9305N,94,91,70,3,0,STL,CLE,487,11,13,0,NA,0,NA,NA,NA,NA,NA
2000,6,26,1,922,910,1209,1125,CO,1796,N16806,287,255,231,44,12,EWR,DEN,1605,9,47,0,NA,0,NA,NA,NA,NA,NA
2000,3,10,5,646,630,759,747,AA,2887,NR82AA,73,77,51,12,16,SFO,LAX,337,8,14,0,NA,0,NA,NA,NA,NA,NA
2000,9,19,2,1645,1644,1808,1801,UA,2814,N386UA,83,77,53,7,1,SLC,DEN,391,7,23,0,NA,0,NA,NA,NA,NA,NA
2000,11,3,5,633,630,919,926,AA,1731,N5CYAA,166,176,147,-7,3,LGA,MIA,1097,2,17,0,NA,0,NA,NA,NA,NA,NA
2000,8,4,5,644,645,933,922,CO,1131,N12349,229,217,199,11,-1,EWR,DFW,1372,9,21,0,NA,0,NA,NA,NA,NA,NA
2000,6,8,4,1610,1550,1724,1710,WN,1713,N662,74,80,63,14,20,PDX,SMF,479,3,8,0,NA,0,NA,NA,NA,NA,NA
2000,4,29,6,749,751,909,900,US,383,N404US,80,69,59,9,-2,BUF,PHL,279,7,14,0,NA,0,NA,NA,NA,NA,NA
2000,10,14,6,1745,1745,1944,1948,DL,2122,N973DL,119,123,85,-4,0,ATL,DTW,594,11,23,0,NA,0,NA,NA,NA,NA,NA
2000,11,30,4,613,610,1216,1217,UA,768,N203UA,243,247,205,-1,3,OAK,ORD,1835,25,13,0,NA,0,NA,NA,NA,NA,NA
2000,12,2,6,817,815,1116,1115,DL,1043,N681DA,179,180,154,1,2,BOS,ATL,946,8,17,0,NA,0,NA,NA,NA,NA,NA
2000,2,6,7,900,900,944,950,WN,225,N626,44,50,33,-6,0,DAL,AUS,189,4,7,0,NA,0,NA,NA,NA,NA,NA
2000,9,23,6,1145,1145,1336,1340,WN,567,N89,111,115,97,-4,0,MSY,IND,708,7,7,0,NA,0,NA,NA,NA,NA,NA
2000,3,7,2,1154,1150,1408,1413,UA,61,N1857U,254,263,223,-5,4,ORD,SFO,1846,10,21,0,NA,0,NA,NA,NA,NA,NA
2000,6,23,5,716,720,1013,952,NW,401,N763NC,177,152,131,21,-4,MSP,DFW,852,6,40,0,NA,0,NA,NA,NA,NA,NA
2000,6,1,4,1100,1010,1345,1302,AA,1962,N598AA,105,112,85,43,50,ORD,RDU,647,3,17,0,NA,0,NA,NA,NA,NA,NA
2000,2,12,6,800,800,1108,1120,WN,132,N739,128,140,120,-12,0,MSY,BWI,998,2,6,0,NA,0,NA,NA,NA,NA,NA
2000,1,29,6,NA,1735,NA,1840,DL,594,N633DL,NA,65,NA,NA,NA,ATL,CHS,259,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,10,17,2,2044,2050,2257,2313,AA,1852,N271AA,133,143,114,-16,-6,DFW,MSP,852,4,15,0,NA,0,NA,NA,NA,NA,NA
2000,12,15,5,2330,2000,115,2120,WN,791,N338,105,80,71,235,210,MDW,OMA,423,3,31,0,NA,0,NA,NA,NA,NA,NA
2000,2,9,3,1238,1240,1502,1515,AA,1450,N2BRAA,144,155,130,-13,-2,AUS,ORD,978,5,9,0,NA,0,NA,NA,NA,NA,NA
2000,3,15,3,932,930,1035,1038,CO,1612,N24633,63,68,43,-3,2,IAH,DFW,224,3,17,0,NA,0,NA,NA,NA,NA,NA
2000,10,6,5,843,840,1123,1124,US,377,N433US,100,104,79,-1,3,ORD,CLT,599,9,12,0,NA,0,NA,NA,NA,NA,NA
2000,8,27,7,1045,1040,1124,1111,UA,1463,N7297U,99,91,73,13,5,BUF,ORD,473,10,16,0,NA,0,NA,NA,NA,NA,NA
2000,2,16,3,1745,1745,2051,2050,DL,235,N959DL,186,185,148,1,0,JFK,TPA,1005,4,34,0,NA,0,NA,NA,NA,NA,NA
2000,12,22,5,937,935,1126,1135,NW,452,N780NC,109,120,93,-9,2,MSP,MEM,700,3,13,0,NA,0,NA,NA,NA,NA,NA
2000,4,27,4,1410,1405,1450,1450,WN,875,N504,40,45,31,0,5,SAT,HOU,192,4,5,0,NA,0,NA,NA,NA,NA,NA
2000,7,27,4,1436,1440,1835,1816,NW,970,N614NW,179,156,141,19,-4,MSP,BDL,1050,6,32,0,NA,0,NA,NA,NA,NA,NA
2000,9,30,6,1749,1750,2005,2004,UA,919,N580UA,136,134,104,1,-1,IAD,MCO,758,7,25,0,NA,0,NA,NA,NA,NA,NA
2000,11,25,6,1051,1030,1322,1307,UA,550,N352UA,91,97,74,15,21,ORD,ROC,528,6,11,0,NA,0,NA,NA,NA,NA,NA
2000,8,28,1,NA,1130,NA,1302,US,1265,UNKNOW,NA,92,NA,NA,NA,LGA,PIT,335,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,9,17,7,1335,1335,1348,1355,WN,945,N608,73,80,60,-7,0,TPA,BHM,460,2,11,0,NA,0,NA,NA,NA,NA,NA
2000,1,22,6,829,820,1113,1059,US,1441,N229US,164,159,125,14,9,PHL,MCO,861,11,28,0,NA,0,NA,NA,NA,NA,NA
2000,9,15,5,1707,1627,1949,1900,US,266,N337US,102,93,83,49,40,BNA,DCA,562,13,6,0,NA,0,NA,NA,NA,NA,NA
2000,4,12,3,1355,1400,1458,1507,US,341,N934VJ,63,67,48,-9,-5,DCA,RDU,227,4,11,0,NA,0,NA,NA,NA,NA,NA
2000,4,30,7,1328,1335,1623,1607,AA,869,N059AA,175,152,121,16,-7,MIA,SJU,1045,7,47,0,NA,0,NA,NA,NA,NA,NA
2000,8,16,3,1330,1330,1637,1645,DL,916,N528DA,127,135,104,-8,0,IAH,ATL,689,7,16,0,NA,0,NA,NA,NA,NA,NA
2000,5,17,3,639,640,706,715,UA,785,N360UA,87,95,71,-9,-1,OKC,DEN,495,6,10,0,NA,0,NA,NA,NA,NA,NA
2000,6,17,6,1120,1120,1654,1710,WN,1814,N734,214,230,200,-16,0,LAX,MSY,1671,4,10,0,NA,0,NA,NA,NA,NA,NA
2000,10,18,3,2146,2145,2225,2233,DL,2115,N911DA,99,108,83,-8,1,SLC,SNA,588,5,11,0,NA,0,NA,NA,NA,NA,NA
2000,7,17,1,1440,1425,1534,1525,WN,2147,N519,54,60,48,9,15,OAK,BUR,325,1,5,0,NA,0,NA,NA,NA,NA,NA
2000,12,23,6,1555,1515,1728,1652,AA,1636,N2BJAA,93,97,68,36,40,ORD,MSP,334,4,21,0,NA,0,NA,NA,NA,NA,NA
2000,3,29,3,930,930,1120,1120,WN,651,N639,170,170,160,0,0,MCI,PHX,1044,2,8,0,NA,0,NA,NA,NA,NA,NA
2000,8,30,3,2122,2040,2320,2241,NW,689,N292US,178,181,161,39,42,MSP,BOI,1142,7,10,0,NA,0,NA,NA,NA,NA,NA
2000,7,3,1,803,800,1303,1318,AA,1530,N589AA,180,198,161,-15,3,RNO,DFW,1345,11,8,0,NA,0,NA,NA,NA,NA,NA
2000,2,2,3,1049,1050,1334,1348,UA,498,N7291U,105,118,95,-14,-1,DEN,STL,770,3,7,0,NA,0,NA,NA,NA,NA,NA
2000,6,6,2,1335,1335,1503,1500,DL,1061,N963DL,88,85,62,3,0,CLT,ATL,227,6,20,0,NA,0,NA,NA,NA,NA,NA
2000,4,7,5,1639,1523,1746,1634,HP,2208,N914AW,67,71,49,72,76,LAS,PHX,256,5,13,0,NA,0,NA,NA,NA,NA,NA
2000,5,15,1,1735,1730,1949,1957,DL,319,N2820W,134,147,109,-8,5,EWR,ATL,745,4,21,0,NA,0,NA,NA,NA,NA,NA
2000,11,24,5,1012,1015,1259,1258,DL,2001,N623DL,167,163,142,1,-3,BOS,ATL,946,8,17,0,NA,0,NA,NA,NA,NA,NA
2000,12,17,7,NA,1330,NA,1449,US,578,UNKNOW,NA,79,NA,NA,NA,CLT,ATL,227,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,9,26,2,1202,1131,1453,1424,UA,493,N517UA,111,113,79,29,31,ORD,IAD,589,4,28,0,NA,0,NA,NA,NA,NA,NA
2000,6,6,2,1305,1247,1421,1400,HP,2213,N186AW,76,73,46,21,18,LAS,PHX,256,6,24,0,NA,0,NA,NA,NA,NA,NA
2000,2,18,5,NA,1225,NA,1403,DL,864,N935DL,NA,98,NA,NA,NA,ATL,CVG,373,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,3,14,2,643,645,839,849,CO,1989,N16813,176,184,163,-10,-2,CLE,IAH,1091,5,8,0,NA,0,NA,NA,NA,NA,NA
2000,4,27,4,1430,1433,1533,1531,US,2144,N997VJ,63,58,46,2,-3,PIT,BGM,251,4,13,0,NA,0,NA,NA,NA,NA,NA
2000,8,19,6,NA,655,NA,716,UA,309,UNKNOW,NA,81,NA,NA,NA,LNK,DEN,423,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,12,4,1,2117,2140,2203,2228,DL,2244,N540DA,46,48,33,-25,-23,MOB,BHM,216,6,7,0,NA,0,NA,NA,NA,NA,NA
2000,8,12,6,848,850,1216,1219,NW,630,N361NW,148,149,122,-3,-2,MEM,LGA,963,8,18,0,NA,0,NA,NA,NA,NA,NA
2000,7,16,7,2148,1948,2327,2020,UA,1029,N7295U,159,92,101,187,120,MCI,DEN,533,43,15,0,NA,0,NA,NA,NA,NA,NA
2000,7,30,7,748,745,1039,1106,AA,269,N3BKAA,351,381,327,-27,3,BOS,SJC,2689,4,20,0,NA,0,NA,NA,NA,NA,NA
2000,2,15,2,748,740,900,900,WN,786,N528,72,80,60,0,8,SNA,OAK,371,3,9,0,NA,0,NA,NA,NA,NA,NA
2000,4,8,6,NA,1030,NA,1143,UA,2210,UNKNOW,NA,73,NA,NA,NA,BUR,SFO,326,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,9,20,3,1956,0,2232,0,UA,753,N7282U,156,145,123,7,-4,DCA,MIA,920,4,29,0,NA,0,NA,NA,NA,NA,NA
2000,2,19,6,1811,1800,2027,2015,WN,725,N665,76,75,58,12,11,LAX,PHX,370,3,15,0,NA,0,NA,NA,NA,NA,NA
2000,7,4,2,1751,1755,2005,2013,US,1809,N776AU,134,138,99,-8,-4,BOS,CLT,728,12,23,0,NA,0,NA,NA,NA,NA,NA
2000,2,27,7,1031,1025,1122,1117,NW,288,N612NW,51,52,29,5,6,DTW,GRR,120,3,19,0,NA,0,NA,NA,NA,NA,NA
2000,9,14,4,1056,1100,1224,1211,US,6859,N112UW,88,71,40,13,-4,LGA,DCA,214,3,45,0,NA,0,NA,NA,NA,NA,NA
2000,11,2,4,1621,1525,2215,2100,NW,112,N342NW,234,215,213,75,56,SNA,MSP,1522,5,16,0,NA,0,NA,NA,NA,NA,NA
2000,9,18,1,1900,1900,2113,2115,WN,1612,N397,73,75,65,-2,0,BHM,TPA,460,3,5,0,NA,0,NA,NA,NA,NA,NA
2000,8,19,6,915,920,1718,1750,DL,126,N177DN,303,330,271,-32,-5,SFO,JFK,2586,6,26,0,NA,0,NA,NA,NA,NA,NA
2000,10,2,1,1709,1710,1753,1751,US,752,N882US,44,41,29,2,-1,GSO,CLT,83,4,11,0,NA,0,NA,NA,NA,NA,NA
2000,7,9,7,1028,1030,1232,1237,US,868,N926VJ,124,127,97,-5,-2,ATL,PHL,665,7,20,0,NA,0,NA,NA,NA,NA,NA
2000,7,1,6,2145,2145,2251,2304,DL,319,N910DE,66,79,50,-13,0,ATL,DAB,366,3,13,0,NA,0,NA,NA,NA,NA,NA
2000,7,2,7,1900,1850,2007,2006,NW,1036,N784NC,67,76,52,1,10,MCI,MEM,392,5,10,0,NA,0,NA,NA,NA,NA,NA
2000,8,24,4,1046,1045,1129,1134,US,1242,N522AU,43,49,31,-5,1,CLT,ILM,185,3,9,0,NA,0,NA,NA,NA,NA,NA
2000,5,13,6,1050,1050,1356,1410,WN,783,N83,126,140,113,-14,0,SLC,MCI,919,3,10,0,NA,0,NA,NA,NA,NA,NA
2000,1,14,5,1802,1715,2041,2012,CO,185,N14890,159,177,119,29,47,EWR,MCO,938,3,37,0,NA,0,NA,NA,NA,NA,NA
2000,2,27,7,1910,1911,2112,2115,UA,1562,N7458U,122,124,101,-3,-1,DFW,ORD,802,4,17,0,NA,0,NA,NA,NA,NA,NA
2000,3,3,5,1320,1315,1636,1635,DL,1706,N669DN,136,140,111,1,5,DFW,TPA,929,5,20,0,NA,0,NA,NA,NA,NA,NA
2000,4,26,3,945,945,1258,1255,WN,1776,N684,133,130,118,3,0,JAN,BWI,888,3,12,0,NA,0,NA,NA,NA,NA,NA
